id,conversation_id,message,intent,expected_action,notes
139,b51e7818122398c01f1f57a78e5215a6,"my wife is deaf in one ear but wants AirPods for Xmas, do you sell them singularly?",audio_and_airpods,AUTO,Audio accessory settings and troubleshooting.
140,fe379d989f196ed41b60da6b2ca0c04c,I watch a lot of on my phone but tell me why you must cover the middle of the screen when using volume???? [LINK],audio_and_airpods,AUTO,Audio accessory settings and troubleshooting.
141,0df1dff11dce56f024c3bd6778837de4,AirPod’s next version released?,audio_and_airpods,AUTO,Audio accessory settings and troubleshooting.
142,10e14c91b133810e74ba88537c7d667b,"11.1.1 installed and still have serious issues on 6s. Player widget not working, lockscreen widget not displaying, phone freezing, no audio on calls, and more. Gonna go Android next time",audio_and_airpods,AUTO,Audio accessory settings and troubleshooting.
143,52092d1e7d8342150065f3483ea739f9,"scree recording when forwarding,no audio,why?",audio_and_airpods,AUTO,Audio accessory settings and troubleshooting.
144,94fce8816060e427123a70358c36cfda,"Since chat and phone support have too much volume to help, maybe you can assist me with my iPhone X reservation/order??",audio_and_airpods,AUTO,Audio accessory settings and troubleshooting.
145,1edbb64fbae963f9eb394f941f47069e,¿Como han solucionado el problema de la App Store en el #iPhone8? 😒No puedo descargar apps.,app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
146,db89e34a2b9f6ba1dd2097abf0ad626e,what happen with app store? its not working,app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
147,d1bbbb03a8b5d4cbf55b8c6f6631ce68,"taken over 4 hours so far to download apps on new iPhone X, so slow! Internet is running at 20Mbps, what’s going on? 😩",app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
148,22d96c027af8dc6fd6729d087b1c3166,"why my app store isnt working bih these devices are expensive as hell, do what u gotta do",app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
149,0c17b465d3188b73e0215edd8c7b6962,This is why i dont link my credit card to the app store. Can you unlock my account now ? [LINK],app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
150,ff11e818766e25a7cdb4bb9d03f63d5a,"was good familia, what’s up with all the apps crashing, and all this? i’m loyal to y’all, and this what we getting come on now",app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
151,b7f4942d4ab890809acbda20d5545512,"Seriously considering Android, this App Store and iTunes problem is restricting me to a minimum",app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
152,4e7d9e3443e52bf4fc4b47c00d645765,App Store not working for me. It’s not downloading any apps.,app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
153,71390b7821b966ffa0373a45a4fbf1a7,Is anyone else iPhone not letting them connect to the App Store?,app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
154,63872ff2a2e0f45091de59639803c3d4,if I want to delete the credit card information I have on file in the App Store how do I go about doing that?,app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
155,b96c10202e548587f5e88843e43ab194,is there an issue w/ the App Store? I restored my new iPhone X from a backup &amp; none of the apps installed &amp; won’t download.,app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
156,b94f523554d63f00abf515bed6e1b291,i’m just confused how the app store is gonna tell me i don’t own an app to review it when i literally have it on my phone,app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
157,374753675e3e457652c81454aa8d25e0,"I don’t have an Apple TV yet, but want to know if I can view the TV App Store to see it’s selection of apps before I buy it.",app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
158,54a2e0a9edb7b336d5d743abe714c35b,My iPhone doesn’t have an App Store. I don’t understand what is happening.,app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
159,37a8c4d5df0799ac2cd1aa88ab759a90,begging you to bring back the App Store wish list....with my list intact. Please please please please?!,app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
160,20f211c19436c0678a275f2e880dd7e2,Hey why is my App Store broken,app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
161,24ee3a1d02c7fac1cb6ed44f648869ff,I’ve tried a few times to download apps from the App Store but whenever I press the install button nothing happens,app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
162,b9e0fd104ebc6d0f9ae458054819d6c1,have problem with iPhone x app store unable to install new aps pls suggest what to do next [LINK],app_store_and_downloads,AUTO,App Store download / crash troubleshooting.
163,93599a32b039de43e25c0d1a3fefe789,"Why promise me a refund and never deliver, then say its too late? I took all the right steps. Where is the accountability?",apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
164,1fdab88bd907c70dd1071aa713d5781a,Y’all going to refund me for all the days my Apple Music hasn’t worked?! I’m going to have to drive home listening to the RADIO 😭,apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
165,b64f302073b90b31e5b3e518dd8c2b7c,"hi team, I just took a subscription for tinder but I cancelled it immediately. How can I get the refund for that subscription. Please tell me.",apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
166,422bac357e8a1b991ae17584d6675284,has asked me to contact you regarding a refund which you’re refusing to honour. Please can you help?,apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
167,05be4dd7f7930e93186bcb12c816fd28,At the point I don’t give a fuck about this phone anymore. It only works on a charger.. I want Refund,apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
168,d6156ecc1ecf50dcbbfa3383e1efb9c1,You charged me for Apple Music but didn’t even tell me my trial was over. I want a refund,apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
169,1053fe2344dee7d764162c9a21ca3a2c,"excuse me, I'm got a refund confirmation email but nothing happened. Do I have to do anythings?",apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
170,ed48d3910b64ca3246e115e21335f841,I want a refund for my shitty laptop,apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
171,65e8cbe762aa91b6c696b9da00d063f3,why is App Store asking for billing verification to update or get free apps? In addition saying my cc not valid.,apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
172,4b9e408b4f55c09877785de5de9c541e,"Hi, I have authorised the Boxcryptor app, when I am seeing this Cryptomator app but this app has been authorised I don’t know why this happen I am using beta 11.2 there was a lack on the AppStore loading. Please Refund my amount back.",apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
173,3288c969cc63f7c1fa7ff43afab5124d,"Using Iphone 5s, Recently updated to IOS 11 Camera Black screen, tried all solutions still no fix, Refund the money",apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
174,54e32ecd61ef3d272c44b4a8d4d68b8f,I’m trying to download a free game but it isn’t letting me get it. Getting told I need to update my card info and billing info but nothing has changed but when I put the correct info in it’s coming up this. What can I do [LINK],apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
175,10fd5e5775db06e9a0f479946e81770a,The Burn In on my new iPhone X is bullshit! Can I get a refund and get the 8 Plus???? #notworthit #apple #burntapple,apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
176,c4cff29a6cd80142a87a0436c036b524,I’ve been charged twice after amending my subscription email how do I get refunded?,apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
177,02c787a3a97d7bd6946672a8ec74ecfe,two weeks later and this shits still broken. Any plans on fixing iMovie in 2017 or should I just expect a refund #wtf [LINK],apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
178,53eaf0b0b74bd7f8de1bd3d283a140ae,I'm about to file a lawsuit against . Why am I being charged $8 every 7 days for something I never authorized. #mad #sueapple this is the second time. 😡😡😡 #confused #refundmymoney,apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
179,e8fafcb8e49b5cc7fa2b28a9f7c4c128,I have credit on my account but I can't buy nothing because of billing information,apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
180,97f1da2f9acf50c28ccf182a35fd37ac,Just got conned into an app store purchase which didnt give me an option to say no. How do I get a refund?,apple_pay_and_billing,ESCALATE,Financial transaction issue requiring billing account access.
181,342d2d6e4a29f34436fe4f6b2a264eda,i was setting up the face id on my iphone x and my screen cracked like wtf,hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
182,7534577f5e682e26d53781032ac16deb,Phone fell like 2 inches off the ground and screen cracked... yet it has fallen from much higher and nothing has happened explain this 🧐,hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
183,114a3750a1433b6cd8d2b33208b8484f,"My iPhone will not turn on, please help! No water damage it just stopped working!",hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
184,34c31931d416e164d9d188b8daae5807,Sooooo my iPhone aint working...the touch screen aint responding. I aint dropped it and no water damage sooooo how we get this shit situated,hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
185,e7bcd7d83ef8bda04fe2203feed930a6,. hey so why is my home button broken and why does my phone die at 60% and also remember when iPhones were like $100 and not $1000,hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
186,3a13fe5a0a969b7955bed4d8293cc067,i took #iphone7plus recenty and tday it jst slipped from my hand and falled dwn and got my screen cracked. iphone is one of my best phone till nw bt ssly u need to do something for the screen #iphone #iphone7plus,hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
187,c64c3fae8bee0db7167e50b03190f8af,"Dear , IOS 11 has made my touch screen unresponsive at times, my phone slower, and my battery drain much faster. #sendmethe7",hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
188,bac714ca81fe842bef83287799608c36,"My phone's screen cracked and I ain't even mad. 😂 WE HAD TWO HURRICANES IN A MONTH, I GOT BIGGER THINGS TO WORRY ABOUT AT THE MOMENT! 🤷🏽‍♀️ [LINK]",hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
189,e7501d1e090a7a8a9221f3c0c2678286,is there any way that I could fix my broken touchID after splitseconds of water damage? The home button works fine.,hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
190,e318a108f391bbba0d70fabc1c24d86e,$350 to replace my water damaged phone and now my watch refuses to pair to the new one whyyyyyyy,hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
191,661dc4b4d0b881f09f84b56c0fca0d78,"Phone is on it's last leg.. cracked screen, broken speaker, audio is sketchy af.... help me out",hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
192,4c6137aebe599d94cabaf83fbeefa556,"Very very strangely, my iPad screen cracked in my hands without being dropped or any external forces. It happened in a room with AC on and at the temperature around 76F. Horrible incident and horrible defect with this iPad. [LINK]",hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
193,817dd07911b794fc9dbc631ccef04eaf,"I’ve hardly had any complaints with my products. So it hurts that much to say that iOS11 has made using my 6S almost unbearable. Apps crashing, touch screen unresponsive, &amp; shorter battery life. Not a good look to stuff legacy products. #apple #ios11 #fixitplease",hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
194,dffb71e5d05f22764dfd886f586aed1c,Went to the Store at Century City because my iPhone 7 has a couple of stuck pixels and I was told it was definitely my fault for causing water damage to it(they never checked the phone) and the best sentence ever: “You can live with it”. What has happened to ?,hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
195,c681b0a663d55eec7e59d7e9cf1d4db8,"Seems has fixed their years of cracked screen issues. Now, the back of your phone cracks... Great money grab in repairs.",hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
196,d3aa3fd413c8d8de6078029c395528e9,Strong arming me into a new phone when I had NO DAMAGE no cracks no water damage. Why would I want to upgrade with a bully,hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
197,523214a6917368716293fedf901a3c5b,Well guys ... i dropped my iPhone .. my iPhone w/ a case on it .. my iPhone that’s supposedly shatter proof .. my iPhone 8 Plus That now has a cracked screen .. any explanations 🤦🏽‍♀️🤦🏽‍♀️,hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
198,ab3c109573e1d3e8cb6dd73c9e3b0178,you guys really messed up with this update. Feels like I’m using a Motorola Razor with water damage. I️ have to reset my phone 24/7.,hardware_and_display,ESCALATE,Physical hardware damage requiring Genius Bar appointment.
199,4fe63c0488655c1fb89a61728ca3777b,Do you have an estimated date on when Photos for MacOS 10.13 will be fixed? My Christmas projects are backing up due to this.,general_inquiry_or_other,ESCALATE,Ambiguous message lacking clear technical details.
200,632675881f63969d27169944fce628f3,"Hmm. Updated my phone last night to 11.1.1 and now I can’t play music using Bluetooth in my car any more. Neither restarting the phone, car or repairing them has helped",software_update_and_ios,AUTO,iOS software update guidance or stuck update recovery.
